CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore
-0.21034482758620698,-0.06626506024096439,0.0,0.0,,0.2857142857142857,-0.20945945945945912,-0.4081632653061224,-0.7847533632286997,-0.0053691275167785995
-0.5758620689655172,-1.1987951807228923,-0.6666666666666666,-1.3333333333333333,-2.0,-0.2857142857142857,-1.4594594594594594,-0.24489795918367366,-1.8026905829596411,-1.1865771812080537
-0.47586206896551747,0.19277108433734877,0.0,1.3333333333333333,0.0,-0.2857142857142857,0.27027027027027034,0.08163265306122419,0.035874439461883276,-0.34362416107382543
0.21034482758620668,-0.3373493975903621,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0053691275167785995
0.6034482758620688,1.289156626506024,0.6666666666666666,1.3333333333333333,,1.4285714285714286,0.22297297297297283,-0.489795918367347,0.2152466367713003,0.7409395973154365
1.068965517241379,0.8734939759036148,0.6666666666666666,4.0,2.0,1.4285714285714286,0.7905405405405409,0.9795918367346936,,1.4711409395973154
0.8448275862068962,0.765060240963855,0.6666666666666666,0.0,4.0,0.8571428571428571,0.45270270270270296,1.5510204081632648,0.7219730941704032,0.7302013422818793
-0.47931034482758633,-0.3915662650602411,-0.6666666666666666,-1.3333333333333333,0.0,-0.8571428571428571,,-0.5714285714285715,-1.42152466367713,-1.0791946308724831
-0.24137931034482762,-0.5361445783132536,-0.6666666666666666,0.0,0.0,-0.2857142857142857,-1.1824324324324327,0.8163265306122448,-0.13901345291479855,0.48322147651006714
0.5206896551724136,0.06626506024096354,0.0,0.0,,-0.2857142857142857,-0.7297297297297297,0.0,0.3318385650224211,-0.2953020134228188
