CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore
-0.589498285598018,-0.1864853923062213,0.0,-0.27272727272727254,,0.07692307692307698,-0.0062471942732482575,-0.860432253462895,-0.5898509961465244,-0.07278067911356173
-1.2290767735549266,-1.7873645591358849,-1.2909944487358056,-1.1818181818181817,-1.4599927901768628,-0.6923076923076922,-1.7398436050997383,-0.6180569707972909,-1.8704732970257472,-1.5692058571494198
-1.0540977532648295,0.17967314053247818,0.0,0.6363636363636365,-0.32444284226152514,-0.6923076923076922,0.6590789958277284,-0.13330640546608227,0.4425449556635981,-0.5013024346420119
0.14662035148446192,-0.5696745545792792,0.0,-0.27272727272727254,-0.32444284226152514,0.07692307692307698,0.2842473394328117,-0.25449404679888404,0.39741289219648906,-0.0591768138586901
0.8344689140041568,1.7294604190590679,1.2909944487358056,0.6363636363636365,,1.6153846153846154,0.5934834559586177,-0.9816198947956973,0.6682052729991439,0.8726879561000037
1.6490264222511632,1.1419037035737132,1.2909944487358056,2.4545454545454546,0.8111071056538125,1.6153846153846154,1.3806299343879436,1.199757649194742,,1.797750793431261
1.2568320664285302,0.9886280386644892,1.2909944487358056,-0.27272727272727254,1.9466570535691503,0.8461538461538461,0.9120903638942975,2.048071138524357,1.3056956694720607,0.859084090845132
-1.0601315125851776,-0.6463123870338899,-1.2909944487358056,-1.1818181818181817,-0.32444284226152514,-1.4615384615384615,,-1.1028075361284997,-1.3909451226877119,-1.4331672046007053
-0.6438021194811516,-0.850679940246188,-1.2909944487358056,-0.27272727272727254,-0.32444284226152514,-0.6923076923076922,-1.3556411572949492,0.9573823665291379,0.22252614626144054,0.5461951899830888
0.6896586903157998,0.000851531471718342,0.0,-0.27272727272727254,,-0.6923076923076922,-0.7277981328334633,-0.25449404679888404,0.8148844792672484,-0.4400850409950905
